Phrase n°,Temoin,dracula1.txt,dracula2.txt
1576,"Nous vous promettons un accueil chaleureux, une réception plus que fraternelle et des vœux aussi sincères qu’est sincère envers vous-même votre main droite",=,"Nous vous promettons un accueil chaleureux, une réception plus que fraternelle et des voeux aussi sincères qu’est sincère envers vous-même votre main droite"
1577,"Nous jurons tous les deux de vous renvoyer chez vous si vous buvez vraiment trop à la santé d’une certaine paire d’yeux",=,=
1578,"Nous vous attendons",=,=
1579,"« Vôtre, comme par le passé et pour toujours,  « Quincey P",=,=
1580,"MORRIS »      Télégramme d’arthur Holmwood    à Quincey P",=,"MORRIS »      Télégramme d’arthur Holmwood à Quincey P"
1581,"Morris   « Comptez sur moi",=,"Morris     « Comptez sur moi"
1582,"J’apporte des messages, qui tinteront longtemps à vos oreilles à tous deux",=,=
1583,"« Art",=,=
1584,"»      VI      Journal de Mina Murray     Whitby, 24 juillet   Lucy, plus jolie et plus charmante que jamais, est venue me chercher à la descente du train, et nous nous sommes rendues aussitôt à l’hôtel du Crescent où elle et sa mère ont leurs appartements",=,"»      Chapitre 6      Journal de Mina Murray      Whitby, 24 juillet     Lucy, plus jolie et plus charmante que jamais, est venue me chercher à la descente du train, et nous nous sommes rendues aussitôt à l’hôtel du Crescent où elle et sa mère ont leurs appartements"
1585,"C’est un endroit ravissant",=,=
1586,"Une petite rivière, l’Esk, coule à travers une vallée profonde qui s’élargit peu à peu aux abords du port",=,=
1587,"Un grand viaduc passe au-dessus, supporté par de hauts piliers ; quand on regarde entre ceux-ci, le paysage apparaît plus étendu qu’il ne l’est en réalité",=,=
1588,"La vallée est très belle, d’un vert magnifique, et les collines sont si escarpées que lorsque vous vous trouvez au sommet de l’une ou de l’autre, c’est à peine si vous apercevez le creux au fond duquel serpente le cours d’eau, à moins que vous ne vous teniez tout au bord du précipice",=,=
1589,"Les maisons de la vieille ville sont toutes coiffées de toits rouges, et semblent grimper les unes sur les autres, comme on le voit sur les gravures qui représentent Nuremberg",=,=
1590,"À peine a-t-on quitté la ville, on arrive aux ruines de l’ancienne abbaye de Whitby qui fut mise à sac par les Danois et où se situe une partie de Marimon, la scène, entre autres, où la jeune fille est emmurée vive",=,=
1591,"Ce sont des ruines immenses, qui vous donnent un réel sentiment de grandeur, et pittoresques par plus d’un aspect",=,=
1592,"Une légende veut que parfois… une dame apparaisse à l’une des fenêtres",=,=
1593,"Entre ces ruines et la ville s’élève le clocher de l’église paroissiale, laquelle est entourée d’un vaste cimetière",=,=
1594,"À mon avis, c’est le plus bel endroit de Whitby : on a de là une vue magnifique sur le port et sur la baie d’où promontoire s’avance dans la mer",=,=
1595,"Dans le port, ce promontoire devient si abrupt que les bords se sont éboulés, et que certaines tombes (car le cimetière se prolonge jusque-là) ont été détruites",=,=
1596,"Des allées plantées d’arbres traversent le cimetière, et des bancs engagent les promeneurs à s’asseoir des heures entières tout en contemplant le paysage et en s’abandonnant aux caresses de la brise marine",=,=
1597,"Moi-même, je viens souvent m’y installer pour travailler",=,=
1598,"En fait, je suis assise en ce moment sur un de ces bancs et j’écris, mon cahier sur mes genoux, non sans écouter cependant la conversation de trois vieillards, près de moi, qui sans doute, n’ont rien à faire de toute la journée que se réunir ici pour parler de la pluie et du beau temps",=,=
1599,"À mes pieds, c’est le port, et, au-delà, un long mur de granit qui s’enfonce dans la mer et finalement dessine une courbe au milieu de laquelle se dresse un phare",=,=
1600,"Le paysage est admirable à marée haute, mais quand la mer se retire, on ne voit plus en fait d’eau, que l’Esk qui coule entre les bancs de sable en contournant çà et là un rocher",=,=
1601,"Plus loin que le port, mais de ce côté-ci, s’élève, sur la longueur d’environ un demi mille, un haut banc de roches qui part de derrière le phare ; au bout, se trouve une bouée munie d’une cloche qui sonne lugubrement par gros temps",=,=
1602,"Une légende locale veut que, lorsqu’un bateau est perdu, les marins entendent cette cloche jusqu’en haute mer… Il faut que je demande à ce vieillard qui vient vers moi si cela est vrai…  C’est un vieil homme extraordinaire",=,=
1603,"Il doit être terriblement âgé, car son visage est tout ridé, tout rugueux comme l’écorce d’un arbre",=,=
1604,"Il m’a dit qu’il a près de cent ans, qu’il se trouvait sur un bateau de pêche au Grœnland lors de la bataille de Waterloo",=,"Il m’a dit qu’il a près de cent ans, qu’il se trouvait sur un bateau de pêche au Groenland lors de la bataille de Waterloo"
1605,"Et c’est, je le crains, un sceptique, car lorsque je lui ai parlé de la cloche que l’on entend jusqu’en haute mer, et de la dame en blanc de l’abbaye, il m’a répondu assez brusquement :  – V’savez, mam’zelle, moi, j’n’y crois pas trop, à toutes ces histoires… c’était bon autrefois… R’marquez que je n’dis pas qu’ça n’a jamais existé, j’dis qu’ça n’existait déjà plus d’mon temps… Tout ça c’est très bien pour les étrangers, les excursionnist’et tout ça… mais pas pour un’jolie jeune dame comme vous",=,"Et c’est, je le crains, un sceptique, car lorsque je lui ai parlé de la cloche que l’on entend jusqu’en haute mer, et de la dame en blanc de l’abbaye, il m’a répondu assez brusquement :  – V’savez, mam’zelle, moi, j’n’y crois pas trop, à toutes ces histoires… c’était bon autrefois… R’marquez que je n’dis pas qu’ça n’a jamais existé, j’dis qu’ça n’existait déjà plus d’mon temps… Tout ça c’est très bien pour les étrangers, les excursionnist’ et tout ça… mais pas pour un’jolie jeune dame comme vous"
1606,"Les gens qui viennent à pied de York et de Leeds et qui sont toujours à manger des harengs saurs et à boire du thé et à regarder ce qu’il y a à acheter bon marché, y croiraient peut-être",=,=
1607,"Mais je m’demande qui pourrait s’mettre en peine pour leur raconter des mensonges pareils, même pas les journaux qui sont pleins de sottises",=,=
1608,"Je me dis : « Voici un homme dont on peut sans doute apprendre beaucoup de choses intéressantes », et je lui demandai de me parler de la pêche à la baleine telle qu’on la pratiquait autrefois",=,=
1609,"Au moment où il allait commencer ses récits, six heures sonnèrent ; aussitôt, il se leva péniblement en disant :  – M’faut rentrer à la maison, mam’zelle : ma p’tit’fille n’aime pas d’attendre quand l’thé est prêt, et i’m’faut beaucoup d’temps pour descendre les marches…  Il s’en alla en traînant la jambe, et je le suivis des yeux tandis qu’il se pressait autant qu’il le pouvait pour descendre les degrés",=,=
1610,"Cet escalier constitue une des caractéristiques de l’endroit",=,=
1611,"Il conduit de la ville à l’église ; il y a des centaines de marches – en fait, j’imagine mal combien il y en a – qui montent légèrement en colimaçon",=,=
1612,"Et il n’est pas raide du tout – au contraire – si bien qu’un cheval pourrait aisément le monter ou le descendre",=,=
1613,"Sans doute autrefois menait-il également aux abords de l’abbaye… Moi aussi, je vais rentrer",=,=
1614,"Lucy devait aller faire une visite avec sa mère, cet après-midi",=,=
1615,"J’ai préféré ne pas les accompagner",=,=
1616,"Elles sont déjà probablement de retour",=,=
1617,"1er août   Je suis ici, avec Lucy, depuis une heure environ, et nous avons eu une conversation fort intéressante avec mon nouvel ami, le vieux marin et ses deux compagnons qui viennent chaque jour le rejoindre",=,"1er août     Je suis ici, avec Lucy, depuis une heure environ, et nous avons eu une conversation fort intéressante avec mon nouvel ami, le vieux marin et ses deux compagnons qui viennent chaque jour le rejoindre"
1618,"Des trois, c’est évidemment lui que l’on pourrait appeler monsieur l’Oracle et je pense que, plus jeune il devait être autoritaire",=,=
1619,"Il veut toujours avoir raison, et contredit tout le monde",=,=
1620,"Quand cela lui est impossible, il va presque jusqu’à injurier les autres, et quand ceux-ci se taisent, il croit les avoir convaincus",=,=
1621,"Lucy a mis une robe blanche qui lui va à ravir et, depuis qu’elle est à Whitby, elle a un teint admirable",=,=
1622,"J’ai remarqué que les trois vieillards ne laissent jamais passer l’occasion de venir s’asseoir auprès d’elle quand nous nous installons ici",=,=
1623,"Il est vrai qu’elle est aimable avec les vieilles personnes",=,=
1624,"Personne ne peut résister à son charme",=,=
1625,"Mon vieil ami lui-même a été séduit et il ne la contredit jamais, aussi j’attrape, moi, tout ce qu’il veut lui épargner",=,=
1626,"J’ai encore amené la conversation sur le sujet des légendes, et il s’est lancé dans une sorte de sermon",=,=
1627,"– Tout ça, mam’zelle, j’vous l’ai d’jà dit, c’est des sottises, des bêtises : voilà c’que c’est, et rien d’autr’",=,=
1628,"Toutes ces histoires de charme, d’envoût’ment, de sorcellerie, c’est tout juste bon pour les vieilles femmes qui ont un peu perdu la tête",=,=
1629,"Tout ça a été inventé par les pasteurs et les racoleurs de clients dans les hôtels pour amener les gens à faire ce qu’ils ne veulent pas faire",=,=
1630,"Ca m’rend furieux rien qu’d’y penser",=,=
1631,"Et ça n’leur suffit pas de l’imprimer sur leurs papiers ou de le prêcher en chaire d’vérité, ils les gravent même sur les pierres tombales… R’gardez autour de vous, partout où vous voulez : toutes ces pierres qui dressent la tête avec orgueil, au fond, elles sont écrasées sous l’poids des mensonges qu’on a gravés d’ssus",=,=
1632,"« Ci-gît un tel… » ou bien : « À la mémoire vénérée de… » Et, sous la plupart de ces pierres, il n’y a personne",=,=
1633,"On ne se soucie pas plus de la mémoire d’un tel ou d’un tel que d’une pincée de tabac",=,=
1634,"Allez, c’sont de beaux mensonges, des mensonges d’une sorte ou de l’autre, mais rien qu’des mensonges",=,=
1635,"Dieu du ciel",=,=
1636,"C’sra du beau et du joli, au Jugement dernier, quand ils arrivr’ont tous en trébuchant les uns sur les autr’s et en traînant péniblement leurs pierres tombales pour essayer d’prouver qu’ils étaient bien en dessous",=,=
1637,"Y en a qui auront bien du mal à y parvenir, leurs mains s’ront restées trop longtemps au fond d’la mer pour pouvoir saisir la pierre, hé",=,=
1638,"À l’air satisfait du vieillard et à la manière dont il cherchait du regard l’approbation de ses deux compagnons, je compris qu’il voulait se mettre ainsi en valeur, aussi me suffit-il de poser une question :  – Oh",=,=
1639,"M",=,=
1640,"Swales, vous ne parlez pas sérieusement",=,=
1641,"Presque aucune de ces tombes n’est vide, n’est-ce pas",=,=
1642,"Il reprit de plus belle :  – Sottises, que j’vous dis et vous répète",=,=
1643,"Y en a bien peu qui n’soient pas vides… mais voilà… les gens sont trop bons… i croient tout c’qu’on leur raconte… Mensonges, tout ça",=,=
1644,"Écoutez-moi bien : vous arrivez ici sans rien connaître, en étrange, comme on dit, et vous voyez cette…  Je ne saisis pas le mot qu’il prononça",=,=
1645,"Du reste, je ne comprenais pas la moitié du dialecte qu’il parlait, et je sais que je reproduis fort mal ici son langage pittoresque, mais j’approuvai d’un signe de tête, me doutant qu’il devait s’agir de l’église",=,=
1646,"Il poursuivit donc :  – Et vous croyez que toutes ces pierres, tout autour, recouvrent des gens qui sont là, bien tranquilles",=,=
1647,"À nouveau, je fis signe que oui",=,=
1648,"– Mais c’est justement là, le mensonge",=,=
1649,"Il y a des vingtaines et des vingtaines et des vingtaines de ces couchettes qui sont aussi vides que la boîte au vieux Dun un vendredi soir",=,=
1650,"Il chercha à nouveau l’approbation des deux autres et tous trois éclatèrent de rire",=,=
1651,"– Et, bon Dieu",=,=
1652,"pourrait-il en être autrement",=,=
1653,"Regardez celle-là, là… celle que j’vous montre… et lisez",=,=
1654,"Oui… allez-y…  Je m’approchai de la tombe qu’il désignait du doigt, et je lus :  Edward Spencelagh, capitaine au long cours, assassiné par des pirates au large de la Cordillère des Andes, à l’âge de 30 ans",=,=
1655,"Avril 1854",=,=
1656,"Quand je revins, M",=,=
1657,"Swales reprit :  – Qui donc l’aurait ram’né au pays pour le mett’là",=,=
1658,"Assassiné au large de la Cordillère des Andes",=,=
1659,"Et son corps est là, p’t-têt",=,=
